grid_id,year_month,failures_this_month,failures_last_1,failures_last_3,failures_last_6,failures_last_12,any_failure_last_3,any_failure_last_6,failure_next_month
881.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
888.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
888.0,2026-01,1,2.0,0.0,0.0,0.0,0,0,0
889.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
899.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
899.0,2025-03,2,1.0,0.0,0.0,0.0,0,0,0
968.0,2025-06,2,0.0,0.0,0.0,0.0,0,0,0
969.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
981.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
987.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,0
1056.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1056.0,2025-10,1,1.0,0.0,0.0,0.0,0,0,1
1056.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,0
1057.0,2026-01,1,0.0,0.0,0.0,0.0,0,0,0
1070.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1073.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1075.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1075.0,2025-07,3,1.0,0.0,0.0,0.0,0,0,0
1152.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1152.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,0
1159.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1160.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1209.0,2025-03,3,0.0,0.0,0.0,0.0,0,0,0
1232.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1232.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,1
1232.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,0
1233.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1243.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1243.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1243.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1244.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1254.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,0
1255.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1255.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,0
1256.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1296.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,0
1297.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
1297.0,2025-08,1,2.0,0.0,0.0,0.0,0,0,1
1297.0,2025-10,1,1.0,4.0,0.0,0.0,1,0,0
1329.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1329.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,1
1329.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1330.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1331.0,2025-04,3,0.0,0.0,0.0,0.0,0,0,0
1332.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1333.0,2025-04,2,0.0,0.0,0.0,0.0,0,0,1
1333.0,2026-01,1,2.0,0.0,0.0,0.0,0,0,0
1337.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1338.0,2026-01,1,0.0,0.0,0.0,0.0,0,0,0
1341.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1342.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1344.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1345.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1345.0,2025-08,1,1.0,0.0,0.0,0.0,0,0,0
1347.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1349.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1350.0,2025-02,3,0.0,0.0,0.0,0.0,0,0,1
1350.0,2025-04,1,3.0,0.0,0.0,0.0,0,0,1
1350.0,2025-05,1,1.0,5.0,0.0,0.0,1,0,1
1350.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,1
1350.0,2025-09,1,1.0,3.0,0.0,0.0,1,0,1
1350.0,2025-10,2,1.0,4.0,9.0,0.0,1,1,1
1350.0,2025-12,1,2.0,4.0,7.0,0.0,1,1,0
1352.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1354.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1355.0,2025-05,15,0.0,0.0,0.0,0.0,0,0,1
1355.0,2025-09,2,15.0,0.0,0.0,0.0,0,0,0
1356.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1356.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,0
1357.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1358.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,0
1360.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1360.0,2025-11,1,1.0,0.0,0.0,0.0,0,0,0
1362.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1366.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1366.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1366.0,2025-06,1,1.0,3.0,0.0,0.0,1,0,1
1366.0,2025-11,1,1.0,3.0,0.0,0.0,1,0,0
1367.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1367.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1367.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,0
1371.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1373.0,2026-01,1,0.0,0.0,0.0,0.0,0,0,0
1374.0,2025-03,4,0.0,0.0,0.0,0.0,0,0,0
1377.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1383.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1383.0,2026-01,1,1.0,0.0,0.0,0.0,0,0,0
1385.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1385.0,2025-05,2,1.0,0.0,0.0,0.0,0,0,1
1385.0,2025-10,1,2.0,4.0,0.0,0.0,1,0,0
1420.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1421.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1421.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1421.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1425.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1427.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1428.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1430.0,2025-12,1,0.0,0.0,0.0,0.0,0,0,0
1438.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1439.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1440.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1441.0,2025-07,2,0.0,0.0,0.0,0.0,0,0,0
1442.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1443.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1443.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1443.0,2025-05,1,1.0,3.0,0.0,0.0,1,0,0
1444.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1445.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1446.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1446.0,2025-10,1,1.0,0.0,0.0,0.0,0,0,0
1447.0,2025-11,1,0.0,0.0,0.0,0.0,0,0,0
1453.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,1
1453.0,2026-01,1,1.0,0.0,0.0,0.0,0,0,0
1454.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1454.0,2025-03,2,1.0,0.0,0.0,0.0,0,0,1
1454.0,2025-10,1,2.0,4.0,0.0,0.0,1,0,0
1455.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1456.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1460.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1460.0,2025-09,2,1.0,0.0,0.0,0.0,0,0,1
1460.0,2025-10,1,2.0,4.0,0.0,0.0,1,0,0
1461.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1462.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
1462.0,2025-07,1,2.0,0.0,0.0,0.0,0,0,1
1462.0,2025-08,2,1.0,5.0,0.0,0.0,1,0,0
1463.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1463.0,2025-11,1,1.0,0.0,0.0,0.0,0,0,1
1463.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1464.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1464.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,1
1464.0,2025-09,1,1.0,3.0,0.0,0.0,1,0,0
1465.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1465.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1465.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,0
1468.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1468.0,2025-08,1,1.0,0.0,0.0,0.0,0,0,1
1468.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1504.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1526.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1528.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1529.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1531.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1537.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1542.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1542.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1542.0,2025-06,1,1.0,3.0,0.0,0.0,1,0,1
1542.0,2025-11,1,1.0,3.0,0.0,0.0,1,0,1
1542.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,0
1543.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1543.0,2025-06,2,1.0,0.0,0.0,0.0,0,0,0
1547.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1547.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,0
1548.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1550.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1550.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,0
1551.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1553.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1553.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1553.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,0
1554.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1554.0,2025-08,5,1.0,0.0,0.0,0.0,0,0,1
1554.0,2025-09,1,5.0,7.0,0.0,0.0,1,0,1
1554.0,2025-11,1,1.0,7.0,0.0,0.0,1,0,0
1555.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,1
1555.0,2025-03,1,2.0,0.0,0.0,0.0,0,0,1
1555.0,2025-04,1,1.0,4.0,0.0,0.0,1,0,1
1555.0,2025-08,1,1.0,3.0,0.0,0.0,1,0,1
1555.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,0
1556.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1557.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1592.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1600.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1601.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,1
1601.0,2026-01,1,1.0,0.0,0.0,0.0,0,0,0
1602.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,1
1602.0,2025-12,1,1.0,0.0,0.0,0.0,0,0,0
1603.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1604.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,0
1605.0,2026-01,1,0.0,0.0,0.0,0.0,0,0,0
1608.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1608.0,2025-11,1,1.0,0.0,0.0,0.0,0,0,0
1609.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1609.0,2025-03,1,1.0,0.0,0.0,0.0,0,0,1
1609.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,0
1610.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1614.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1614.0,2025-03,1,1.0,0.0,0.0,0.0,0,0,0
1615.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1617.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1617.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,0
1619.0,2025-11,1,0.0,0.0,0.0,0.0,0,0,0
1624.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1627.0,2025-12,1,0.0,0.0,0.0,0.0,0,0,0
1629.0,2025-04,2,0.0,0.0,0.0,0.0,0,0,1
1629.0,2025-06,1,2.0,0.0,0.0,0.0,0,0,1
1629.0,2025-07,2,1.0,5.0,0.0,0.0,1,0,0
1630.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1630.0,2025-04,2,1.0,0.0,0.0,0.0,0,0,1
1630.0,2025-08,2,2.0,5.0,0.0,0.0,1,0,0
1631.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1635.0,2025-09,2,0.0,0.0,0.0,0.0,0,0,0
1636.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1637.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1638.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,1
1638.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,1
1638.0,2025-09,1,1.0,3.0,0.0,0.0,1,0,1
1638.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,1
1638.0,2025-11,1,1.0,3.0,0.0,0.0,1,0,0
1639.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1639.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,0
1640.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1640.0,2025-08,1,1.0,0.0,0.0,0.0,0,0,0
1641.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1641.0,2025-08,2,1.0,0.0,0.0,0.0,0,0,0
1642.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1642.0,2025-05,2,1.0,0.0,0.0,0.0,0,0,1
1642.0,2025-06,1,2.0,4.0,0.0,0.0,1,0,1
1642.0,2025-07,2,1.0,5.0,0.0,0.0,1,0,1
1642.0,2025-08,1,2.0,4.0,0.0,0.0,1,0,1
1642.0,2025-10,2,1.0,5.0,9.0,0.0,1,1,1
1642.0,2026-01,1,2.0,4.0,9.0,0.0,1,1,0
1643.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1643.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,1
1643.0,2025-08,1,1.0,3.0,0.0,0.0,1,0,1
1643.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,1
1643.0,2025-11,1,1.0,3.0,0.0,0.0,1,0,0
1644.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1644.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1644.0,2025-05,3,1.0,5.0,0.0,0.0,1,0,1
1644.0,2025-09,3,3.0,7.0,0.0,0.0,1,0,1
1644.0,2026-01,2,3.0,8.0,0.0,0.0,1,0,0
1645.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1645.0,2025-08,1,1.0,0.0,0.0,0.0,0,0,0
1646.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1646.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1646.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,0
1649.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1680.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1680.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,0
1681.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1688.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1689.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1691.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1691.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1691.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,0
1693.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1693.0,2025-12,1,1.0,0.0,0.0,0.0,0,0,0
1700.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1700.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,1
1700.0,2025-08,1,1.0,3.0,0.0,0.0,1,0,0
1703.0,2025-09,2,0.0,0.0,0.0,0.0,0,0,0
1705.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1707.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,1
1707.0,2025-10,1,2.0,0.0,0.0,0.0,0,0,1
1707.0,2025-12,1,1.0,4.0,0.0,0.0,1,0,0
1708.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1709.0,2026-01,1,0.0,0.0,0.0,0.0,0,0,0
1710.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1710.0,2025-11,2,1.0,0.0,0.0,0.0,0,0,0
1711.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1712.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1716.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,0
1717.0,2025-04,2,0.0,0.0,0.0,0.0,0,0,1
1717.0,2025-07,1,2.0,0.0,0.0,0.0,0,0,0
1718.0,2025-04,2,0.0,0.0,0.0,0.0,0,0,1
1718.0,2025-07,1,2.0,0.0,0.0,0.0,0,0,1
1718.0,2026-01,1,1.0,4.0,0.0,0.0,1,0,0
1719.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1721.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,0
1722.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1722.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,0
1723.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,1
1723.0,2025-12,1,1.0,0.0,0.0,0.0,0,0,0
1724.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1724.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1724.0,2025-06,1,1.0,3.0,0.0,0.0,1,0,1
1724.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,1
1724.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,0
1725.0,2025-02,6,0.0,0.0,0.0,0.0,0,0,0
1726.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,1
1726.0,2025-11,1,1.0,0.0,0.0,0.0,0,0,0
1727.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,0
1728.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1728.0,2026-01,1,1.0,0.0,0.0,0.0,0,0,0
1729.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
1729.0,2025-06,1,2.0,0.0,0.0,0.0,0,0,1
1729.0,2025-07,3,1.0,6.0,0.0,0.0,1,0,1
1729.0,2025-11,1,3.0,5.0,0.0,0.0,1,0,0
1732.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1734.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,0
1735.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1736.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1736.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1736.0,2025-10,1,1.0,3.0,0.0,0.0,1,0,0
1737.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,0
1766.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1768.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1777.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1777.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1777.0,2025-09,2,1.0,4.0,0.0,0.0,1,0,0
1786.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1787.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1788.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1788.0,2025-08,1,1.0,0.0,0.0,0.0,0,0,0
1790.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1790.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,0
1791.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,1
1791.0,2025-06,1,2.0,0.0,0.0,0.0,0,0,0
1793.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1794.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
1794.0,2025-07,1,2.0,0.0,0.0,0.0,0,0,0
1795.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1795.0,2025-05,2,1.0,0.0,0.0,0.0,0,0,1
1795.0,2025-10,1,2.0,4.0,0.0,0.0,1,0,0
1797.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1799.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1799.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1799.0,2025-12,1,1.0,3.0,0.0,0.0,1,0,1
1799.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1800.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1800.0,2025-05,1,1.0,0.0,0.0,0.0,0,0,1
1800.0,2025-08,1,1.0,3.0,0.0,0.0,1,0,0
1805.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1806.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1806.0,2025-04,1,1.0,0.0,0.0,0.0,0,0,1
1806.0,2025-06,1,1.0,3.0,0.0,0.0,1,0,1
1806.0,2025-09,2,1.0,4.0,0.0,0.0,1,0,1
1806.0,2025-10,1,2.0,4.0,0.0,0.0,1,0,0
1807.0,2025-05,2,0.0,0.0,0.0,0.0,0,0,0
1809.0,2025-02,2,0.0,0.0,0.0,0.0,0,0,1
1809.0,2025-08,1,2.0,0.0,0.0,0.0,0,0,0
1810.0,2025-07,1,0.0,0.0,0.0,0.0,0,0,1
1810.0,2025-12,3,1.0,0.0,0.0,0.0,0,0,0
1811.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1811.0,2025-03,1,1.0,0.0,0.0,0.0,0,0,1
1811.0,2025-04,1,1.0,3.0,0.0,0.0,1,0,1
1811.0,2025-06,1,1.0,3.0,0.0,0.0,1,0,1
1811.0,2025-07,1,1.0,3.0,0.0,0.0,1,0,1
1811.0,2025-12,1,1.0,3.0,6.0,0.0,1,1,0
1812.0,2025-04,2,0.0,0.0,0.0,0.0,0,0,0
1813.0,2025-03,2,0.0,0.0,0.0,0.0,0,0,1
1813.0,2025-05,1,2.0,0.0,0.0,0.0,0,0,0
1814.0,2025-07,3,0.0,0.0,0.0,0.0,0,0,1
1814.0,2025-11,4,3.0,0.0,0.0,0.0,0,0,1
1814.0,2026-01,1,4.0,8.0,0.0,0.0,1,0,0
1815.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,1
1815.0,2025-07,2,1.0,0.0,0.0,0.0,0,0,0
1816.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1816.0,2025-06,2,1.0,0.0,0.0,0.0,0,0,1
1816.0,2025-09,3,2.0,6.0,0.0,0.0,1,0,0
1817.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1817.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,0
1818.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1818.0,2025-07,1,1.0,0.0,0.0,0.0,0,0,0
1819.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,0
1821.0,2025-09,1,0.0,0.0,0.0,0.0,0,0,0
1822.0,2025-06,1,0.0,0.0,0.0,0.0,0,0,0
1823.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1823.0,2026-01,1,1.0,0.0,0.0,0.0,0,0,0
1824.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1824.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,1
1824.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1855.0,2025-12,1,0.0,0.0,0.0,0.0,0,0,0
1856.0,2025-04,1,0.0,0.0,0.0,0.0,0,0,0
1863.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1863.0,2025-05,2,1.0,0.0,0.0,0.0,0,0,0
1865.0,2025-10,1,0.0,0.0,0.0,0.0,0,0,0
1867.0,2025-08,1,0.0,0.0,0.0,0.0,0,0,1
1867.0,2025-12,1,1.0,0.0,0.0,0.0,0,0,1
1867.0,2026-01,1,1.0,3.0,0.0,0.0,1,0,0
1868.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1872.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,0
1873.0,2025-02,1,0.0,0.0,0.0,0.0,0,0,1
1873.0,2025-03,1,1.0,0.0,0.0,0.0,0,0,0
1875.0,2025-05,1,0.0,0.0,0.0,0.0,0,0,1
1875.0,2025-09,1,1.0,0.0,0.0,0.0,0,0,0
1878.0,2025-03,1,0.0,0.0,0.0,0.0,0,0,1
1878.0,2025-06,1,1.0,0.0,0.0,0.0,0,0,0
